"feature_id_full","feature_id","feature_mz","feature_rt","control_vs_ND_p_value","control_vs_trich_p_value","ND_vs_trich_p_value","control_vs_ND_p_value_minus_log10","control_vs_trich_p_value_minus_log10","ND_vs_trich_p_value_minus_log10","ND_vs_trich_fold_change","control_vs_trich_fold_change","control_vs_ND_fold_change","ND_vs_trich_fold_change_log2","control_vs_trich_fold_change_log2","control_vs_ND_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"108_175.12_0.4",108,175.119372363563,0.41213235,5.93531890302756e-11,0.836578476658049,4.47810677428606e-11,10.2265559415612,0.0774933130626865,10.34890555548,0.513657647037409,1.00921113960726,1.96475443406328,-0.961120971811965,0.0132280358892496,0.974349007701214,"Amino acids and Peptides","Small peptides","Aminoacids","2-Iminiumyl-1,3-diazepane-4-carboxylate","N=C(N)NCCC[C@H](N)C(=O)O","N=C(N)NCCC[C@H](N)C(=O)O","C1CC(NC(=NC1)N)C(=O)O","\"\"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1\"\"",NA,"ODKSFYDXXFIFQN-BYPYZUCNSA-N","ODKSFYDXXFIFQN","ODKSFYDXXFIFQN","InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1","ODKSFYDXXFIFQN-BYPYZUCNSA-N","InChI=1S/C6H11N3O2/c7-6-8-3-1-2-4(9-6)5(10)11/h4H,1-3H2,(H,10,11)(H3,7,8,9)","IKIABDZHSNNOSK"
"43_158.96_0.3",43,158.961586002122,0.3241106,7.02775615479823e-11,0.0194621901025255,3.44335671087492e-11,10.1531833158254,1.7108082896626,10.46301798469,0.518602580035956,0.952580869843524,1.83682246582244,-0.947298711303521,-0.070086518743694,0.877212192559827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45_186.96_0.3",45,186.956492969395,0.31556034,2.41052733329639e-10,0.0196314605015656,1.07391207038177e-10,9.61788793962902,1.70704738943841,9.969031276282,0.520430109357842,0.944260469386337,1.81438477983424,-0.942223663645156,-0.0827432204072291,0.859480443237927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119_290.08_0.4",119,290.075771363131,0.42401448,2.54062926252629e-09,0.29250998499535,8.27801605041145e-10,8.59505870409013,0.533859304438662,9.08207373587216,0.50499843886945,0.963063730213122,1.90706278690515,-0.985649166901711,-0.0542968241081278,0.931352342793583,"Carbohydrates","Aminosugars and aminoglycosides","Aminosugars","N'-[4-aminooxy-2,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetohydrazide",NA,NA,"CC(=O)NNC1C(C(C(OC1O)CO)O)ON",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H17N3O6/c1-3(13)10-11-5-7(17-9)6(14)4(2-12)16-8(5)15/h4-8,11-12,14-15H,2,9H2,1H3,(H,10,13)","MPGZCALRECSILS"
"535_261.14_1",535,261.144671426403,0.98746485,2.88514256929773e-09,0.335713487490251,9.64354596177941e-10,8.53983272131953,0.474031210360793,9.0157632453016,0.5,0.964256198968296,1.92851239793659,-1,-0.0525115792684079,0.947488420731592,"Amino acids and Peptides","Small peptides","Dipeptides","4-[(1-Carboxy-2-methylpropyl)amino]-2,3-dimethyl-4-oxobut-2-enoic acid",NA,NA,"CC(C)C(C(=O)O)NC(=O)C(=C(C)C(=O)O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H17NO5/c1-5(2)8(11(16)17)12-9(13)6(3)7(4)10(14)15/h5,8H,1-4H3,(H,12,13)(H,14,15)(H,16,17)","MCFRJKOBUHGEKT"
"241_182.03_0.5",241,182.029273600592,0.50432926,3.24237192650401e-09,0.381187967164521,2.68986544149641e-09,8.48913716951099,0.418860817048742,8.57026944471032,0.526323884631905,1.03508545003024,1.96663210668112,-0.92597722892209,0.0497498723102905,0.975727101232381,"Fatty acids","Saccharides","Dicarboxylic acids","Hydroxymethanetricarboxylic Acid",NA,NA,"C(=O)(C(C(=O)O)(C(=O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H4O7/c5-1(6)4(11,2(7)8)3(9)10/h11H,(H,5,6)(H,7,8)(H,9,10)","VUPZSQPNPDRNQV"
"917_229.15_1.8",917,229.15487391119,1.8399026,4.3998593657335e-09,0.335713487490249,1.4684291560485e-09,8.35656120480063,0.474031210360796,8.83314700105087,0.5,0.963043021246147,1.92608604249229,-1,-0.0543278470241055,0.945672152975895,"Amino acids and Peptides","Small peptides","Dipeptides","3-methyl-2-[(pyrrolidin-2-yl)formamido]pentanoic acid",NA,"CCCCCCCCCCC(C)=O","CCC(C)C(C(=O)O)NC(=O)C1CCCN1",NA,NA,NA,NA,"LSKONYYRONEBKA","InChI=1S/C12H24O/c1-3-4-5-6-7-8-9-10-11-12(2)13/h3-11H2,1-2H3","LSKONYYRONEBKA-UHFFFAOYSA-N","InChI=1S/C11H20N2O3/c1-3-7(2)9(11(15)16)13-10(14)8-5-4-6-12-8/h7-9,12H,3-6H2,1-2H3,(H,13,14)(H,15,16)","OCYROESYHWUPBP"
"278_172.98_0.6",278,172.97720531593,0.5519078,4.77372918972208e-09,0.995948086568491,2.6454023416278e-09,8.32114222184901,0.00176329842813301,8.57750826636591,0.529204415967565,1.00206779576982,1.89353634537932,-0.918102994593665,0.00298011862511011,0.921083113218775,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","3-Chlorobutan-2-yl perchlorate",NA,NA,"CC(C(C)Cl)OCl(=O)(=O)=O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H8Cl2O4/c1-3(5)4(2)10-6(7,8)9/h3-4H,1-2H3","QROFCVCBEWFELB"
"160_196.06_0.4",160,196.064038930435,0.44800803,4.98994445763401e-09,0.33571348749025,1.67037139675585e-09,8.30190428842016,0.474031210360795,8.777186955422,0.5,0.962665122903046,1.92533024580609,-1,-0.0548940720506834,0.945105927949317,"Fatty acids","Spingolipids","Sphingoid bases","N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid",NA,NA,"C(CO)N(CCO)CCS(=O)(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)","AJTVSSFTXWNIRG"
"147_684.26_0.4",147,684.255783280572,0.4485054,5.17282594536539e-09,0.116579405892406,1.37950562084654e-09,8.28627213443435,0.933378162246179,8.8602765256323,0.5,0.946308984042106,1.89261796808421,-1,-0.0796167728849628,0.920383227115037,"Carbohydrates","Saccharides","Polysaccharides","Glc(b1-6)Glc(b1-4)Glc(b1-4)a-Glc","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O",NA,"C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)O)CO)CO)O)O)O)O)O)O)O","\"\"InChI=1S/C24H42O21/c25-1-6-10(28)14(32)17(35)21(41-6)39-3-8-11(29)15(33)18(36)22(42-8)40-4-9-12(30)16(34)19(37)23(43-9)45-24(5-27)20(38)13(31)7(2-26)44-24/h6-23,25-38H,1-5H2/t6-,7-,8-,9-,10+,11+,12-,13-,14+,15+,16+,17-,18-,19-,20+,21+,22+,23-,24+/m1/s1\"\"",NA,"UQZIYBXSHAGNOE-XNSRJBNMSA-N","UQZIYBXSHAGNOE",NA,NA,NA,"InChI=1S/C24H42O21/c25-1-5-9(28)11(30)16(35)22(41-5)39-4-8-10(29)12(31)17(36)23(43-8)45-20-7(3-27)42-24(18(37)14(20)33)44-19-6(2-26)40-21(38)15(34)13(19)32/h5-38H,1-4H2","FPBCRLIOSBQLHS"
"46_199.99_0.3",46,199.98806192731,0.3117775,1.19305956225446e-08,0.0780683383137859,3.04839531395373e-09,7.92333787408932,1.10752506450407,8.51592871464989,0.529760688245292,0.943495350514949,1.7809840772445,-0.916587304743104,-0.0839126865534836,0.832674618189621,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Bis(1-chloroethoxy)carbamic acid","Cc1c(C(=O)O)sc(C(C)(C)C)n1",NA,"CC(ON(C(=O)O)OC(C)Cl)Cl","InChI=1S/C9H13NO2S/c1-5-6(7(11)12)13-8(10-5)9(2,3)4/h1-4H3,(H,11,12)","YHLQWXNPKLIQMJ-UHFFFAOYSA-N","YHLQWXNPKLIQMJ-UHFFFAOYSA-N","YHLQWXNPKLIQMJ",NA,NA,NA,"InChI=1S/C5H9Cl2NO4/c1-3(6)11-8(5(9)10)12-4(2)7/h3-4H,1-2H3,(H,9,10)","BMCZNDMUFUNCQT"
"106_265.11_0.4",106,265.112129364296,0.40707806,1.29358515010836e-08,0.335713487490246,4.56496285217156e-09,7.88820497861728,0.474031210360799,8.34056275222882,0.5,0.959508496316933,1.91901699263387,-1,-0.0596325135422301,0.94036748645777,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","2-[3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-4-(113C)methyl-(4,5-13C2)1,3-thiazol-3-ium-5-yl]ethanol",NA,NA,"CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1","JZRWCGZRTZMZEH"
"133_162.11_0.4",133,162.112597784315,0.43765298,1.33114741451834e-08,0.985825026913098,7.24285031949989e-09,7.87577384702961,0.00620016070727223,8.14009048982164,0.508621222941747,0.995431738772685,1.95711797674375,-0.975336433107065,-0.00660570763135641,0.968730725475709,"Fatty acids","Fatty esters","Fatty acyl carnitines","(3-Carboxy-2-hydroxypropyl)-tris(trideuteriomethyl)azanium",NA,"CC(=O)C1COC(O)C1C","C[N+](C)(C)CC(CC(=O)O)O",NA,NA,NA,NA,"CLYSZQBIUYRLNX","InChI=1S/C7H12O3/c1-4-6(5(2)8)3-10-7(4)9/h4,6-7,9H,3H2,1-2H3","CLYSZQBIUYRLNX-UHFFFAOYSA-N","InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/p+1","PHIQHXFUZVPYII"
"6612_708.51_10.8",6612,708.512004230688,10.832594,2.20396776384746e-08,0.580818163001961,9.37145760993019e-09,7.65679476194618,0.235959811095516,8.02819285492685,0.534925356012327,0.973871575839785,1.82057471176846,-0.902590504352972,-0.0381965578104853,0.864393946542487,"Amino acids and Peptides","Oligopeptides","Linear peptides","N-(2-aminoethyl)-4,5-dimethyl-7-[3-[methyl-[3-[[[3-[2-[4-(methylideneamino)hex-4-enoylamino]ethylamino]-3-oxopropyl]-(3-oxobutyl)amino]methylamino]-3-oxopropyl]amino]propanoylamino]heptanamide",NA,NA,"CC=C(CCC(=O)NCCNC(=O)CCN(CCC(=O)C)CNC(=O)CCN(C)CCC(=O)NCCC(C)C(C)CCC(=O)NCCN)N=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C35H65N9O6/c1-7-30(37-5)9-11-32(47)40-20-21-41-34(49)16-25-44(24-13-29(4)45)26-42-35(50)15-23-43(6)22-14-33(48)38-18-12-28(3)27(2)8-10-31(46)39-19-17-36/h7,27-28H,5,8-26,36H2,1-4,6H3,(H,38,48)(H,39,46)(H,40,47)(H,41,49)(H,42,50)","XSOHKKVXPAEWSL"
"177_567.1_0.5",177,567.103518998719,0.45265573,2.61927497469117e-08,0.575723254703055,1.1208909800331e-08,7.5818189064154,0.23978622810046,7.95043662564989,0.53309250122674,0.973022528122275,1.8252414466217,-0.907542206401348,-0.0394548871738447,0.868087319227503,"Polyketides","Flavonoids","Flavanones","Globularioside",NA,NA,"C1=CC=C(C=C1)C=CC(=O)OCC2(C3C(C=COC3OC4C(C(C(C(O4)CO)O)O)O)C(C2Cl)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C24H29ClO11/c25-21-17(28)13-8-9-33-22(36-23-20(31)19(30)18(29)14(10-26)35-23)16(13)24(21,32)11-34-15(27)7-6-12-4-2-1-3-5-12/h1-9,13-14,16-23,26,28-32H,10-11H2","XCKBJQOQFOWFPZ"
"6406_172.12_10.4",6406,172.116389968776,10.384438,2.62607025014461e-08,0.0966302162766238,3.31241785112013e-08,7.58069366025641,1.01488704842671,7.47985488354498,1.8864482120367,0.963765813277258,0.510889091536061,0.915672494919627,-0.0532454682129793,-0.968917963132607,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Carbamic acid, (butyldimethylsilyl)methyl ester",NA,NA,"CCCC[Si](C)(C)COC(=O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H19NO2Si/c1-4-5-6-12(2,3)7-11-8(9)10/h4-7H2,1-3H3,(H2,9,10)","WIRBZCVTVAQDPB"
"1812_239.09_3.1",1812,239.089294736092,3.0863602,3.12182515393999e-08,0.774456993521482,2.3365903878414e-08,7.50559142440155,0.111002694102177,7.6314174142196,0.511150889166073,1.02230177833215,2,-0.968178864549525,0.0318211354504753,1,"Amino acids and Peptides","Small peptides","Halogenated fatty acids","2-[3-(Trimethoxysilyl)propyl]isothiourea",NA,NA,"CO[Si](CCCSC(=N)N)(OC)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H18N2O3SSi/c1-10-14(11-2,12-3)6-4-5-13-7(8)9/h4-6H2,1-3H3,(H3,8,9)","HTYZAYXDHKUMCW"
"6628_1515.98_10.8",6628,1515.98367385452,10.849619,3.53483518011899e-08,0.000328279094209738,1.69950600703572e-07,7.45163083138154,3.48375677355589,6.7696772960307,1.75200158103796,0.904070251410266,0.516021367329279,0.809004076853809,-0.145493212265356,-0.954497289119165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42_130.97_0.3",42,130.966651305545,0.31566316,3.94524195534984e-08,0.967224043409514,2.58346941617305e-08,7.40392635705506,0.0144729162516129,7.58779667538633,0.562320575070051,1.00644389995586,1.78980450756312,-0.830535259446548,0.00926675744442185,0.839802016890969,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","2,2-Dichloro-1,1-ethanediol",NA,NA,"C(C(Cl)Cl)(O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C2H4Cl2O2/c3-1(4)2(5)6/h1-2,5-6H","RUUBIFVWPACNLY"
"465_268.1_0.8",465,268.104197638307,0.8119544,3.96497825683184e-08,0.659065829859908,1.8039097327005e-08,7.40175918992616,0.181071204348263,7.74378519826353,0.526485295164488,0.974906517355853,1.85172601459128,-0.925534857823515,-0.036664207730786,0.888870650092729,"Carbohydrates","Nucleosides","Purine nucleosides","Myocol","C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)CO)O)O",NA,"C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N","InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)",NA,"OIRDTQYFTABQOQ-UHFFFAOYSA-N","OIRDTQYFTABQOQ",NA,NA,NA,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)","OIRDTQYFTABQOQ"
"6330_146.98_10.4",6330,146.98118955505,10.391798,5.42275404580295e-08,0.992345929916867,3.43602895025441e-08,7.26578009295952,0.00333690721570082,7.46394318567817,1.92167447634472,0.998054577307126,0.519367140269023,0.942363970275178,-0.0028093852792922,-0.94517335555447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6376_144.98_10.4",6376,144.983031790971,10.430689,6.30175145399647e-08,0.753781230764522,4.89812557180613e-08,7.2005387297381,0.122754680732105,7.30997008518855,1.92256443600353,0.987691870051754,0.513736679798826,0.943031951864549,-0.0178670600431983,-0.960899011907747,"Amino acids and Peptides","Small peptides","Aminoacids","3-selanyl-L-alaninamide",NA,NA,"C(C(C(=O)N)N)[SeH]",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C3H8N2OSe/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H2,5,6)","CLZAHPNIIBPCBI"
"151_198.1_0.4",151,198.097381997586,0.43945095,7.20350539218373e-08,0.0406440279301861,1.74205028180552e-08,7.14245611440048,1.39100325886464,7.75893931385446,0.534517335572796,0.925819043134864,1.73206551316571,-0.90369135640963,-0.111197857215779,0.792493499193851,"Carbohydrates","Saccharides","Monosaccharides","D-Glc",NA,NA,"C(C1C(C(C(C(O1)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2","WQZGKKKJIJFFOK"
